"Protein.ID" "Description" "Peptides" "Frames" "Hits" "Ratio.AS.0.C.0" "StDev" "pValue" "Fraction.1D_2D" "Gene_name" "UniprotID"
"1853" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 6 8 79 2.247 0.019 9.69e-08 "B_32_17" "Alb" "P07724"
"1854" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 6 7 107 3.231 0.036 6e-06 "B_32_19" "Alb" "P07724"
"1855" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 10 12 120 88.477 0.021 4.86e-14 "B_33_16" "Alb" "P07724"
"1856" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 8 10 127 1.144 0.007 0.0011 "B_33_18" "Alb" "P07724"
"1857" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 11 12 158 10.619 0.013 2.46e-09 "B_34_17" "Alb" "P07724"
"1858" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 7 7 65 10.239 0.03 4.77e-05 "B_34_19" "Alb" "P07724"
"1859" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 11 13 146 0.34 0.015 1.19e-08 "B_35_16" "Alb" "P07724"
"1860" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 4 66 0.886 0.056 0.14 "B_35_18" "Alb" "P07724"
"1861" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 8 9 106 1.581 0.036 0.00242 "B_36_17" "Alb" "P07724"
"1862" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 6 64 2.093 0.032 3.98e-07 "B_36_19" "Alb" "P07724"
"1863" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 5 72 0.469 0.026 1.32e-06 "B_37_16" "Alb" "P07724"
"1864" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 3 49 0.641 0.11 0.0852 "B_37_18" "Alb" "P07724"
"1865" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 17 2.163 0.024 9.26e-05 "B_10_23" "Alb" "P07724"
"1866" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 3 26 2.513 0.063 0.00171 "B_12_23" "Alb" "P07724"
"1867" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 8 5.428 0.049 0.00511 "B_14_23" "Alb" "P07724"
"1868" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 15 1.005 0.054 0.895 "B_18_23" "Alb" "P07724"
"1869" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 6 0.434 1.441 0.416 "B_19_22" "Alb" "P07724"
"1870" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 25 0.459 0.032 0.00148 "B_20_23" "Alb" "P07724"
"1871" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 10 1.27 0.008 0.0157 "B_21_22" "Alb" "P07724"
"1872" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 15 2.45 0.007 0.00116 "B_22_21" "Alb" "P07724"
"1873" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 3 37 0.769 0.009 0.0619 "B_23_22" "Alb" "P07724"
"1874" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 6 7 118 0.831 0.01 5.64e-05 "B_24_21" "Alb" "P07724"
"1875" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 6 6 88 1.303 0.013 8.86e-05 "B_25_20" "Alb" "P07724"
"1876" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 6 64 0.85 0.032 0.033 "B_25_22" "Alb" "P07724"
"1877" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 18 0.989 0.016 0.412 "B_26_21" "Alb" "P07724"
"1878" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 14 0.467 0.06 0.0334 "B_27_22" "Alb" "P07724"
"1879" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 14 0.493 0.018 0.0153 "B_30_21" "Alb" "P07724"
"1880" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 5 77 1.331 0.012 4.04e-05 "B_31_20" "Alb" "P07724"
"1881" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 4 64 0.16 0.019 6.49e-06 "B_32_21" "Alb" "P07724"
"1882" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 5 94 0.556 0.014 3.3e-07 "B_33_20" "Alb" "P07724"
"1883" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 12 0.418 0.029 0.00778 "B_33_22" "Alb" "P07724"
"1884" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 22 1.855 0.043 0.00187 "B_34_21" "Alb" "P07724"
"1885" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 4 57 0.636 0.021 5.4e-05 "B_35_20" "Alb" "P07724"
"1886" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 14 0.269 1.441 0.223 "B_36_21" "Alb" "P07724"
"1887" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 4 1.003 0.078 0.958 "B_40_21" "Alb" "P07724"
"1888" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 8 0.247 0.037 0.000772 "B_09_24" "Alb" "P07724"
"1889" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 13 2.477 0.038 0.0049 "B_10_25" "Alb" "P07724"
"1890" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 11 1.613 0.054 0.0641 "B_12_25" "Alb" "P07724"
"1891" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 10 1.725 0.003 0.000337 "B_13_24" "Alb" "P07724"
"1892" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 5 0.865 0.105 0.297 "B_14_25" "Alb" "P07724"
"1893" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 6 0.817 0.055 0.0239 "B_15_24" "Alb" "P07724"
"1894" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 4 26 0.271 0.707 0.109 "B_18_25" "Alb" "P07724"
"1895" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 5 54 1.268 0.015 0.0174 "B_19_24" "Alb" "P07724"
"1896" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 23 0.959 0.038 0.0329 "B_20_25" "Alb" "P07724"
"1897" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 23 1.566 0.009 0.00114 "B_21_24" "Alb" "P07724"
"1898" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 4 5 68 0.8 0.011 9.97e-08 "B_22_23" "Alb" "P07724"
"1899" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 13 1.181 0.024 0.0359 "B_22_25" "Alb" "P07724"
"1900" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 6 71 0.498 0.014 3.23e-08 "B_23_24" "Alb" "P07724"
"1901" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 11 13 172 0.823 0.011 4.03e-08 "B_24_23" "Alb" "P07724"
"1902" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 4 49 0.514 0.014 7.44e-08 "B_24_25" "Alb" "P07724"
"1903" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 10 11 111 1.657 0.005 1.73e-07 "B_25_24" "Alb" "P07724"
"1904" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 6 84 1.021 0.01 0.0186 "B_26_23" "Alb" "P07724"
"1905" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 4 52 0.757 0.019 0.000278 "B_27_24" "Alb" "P07724"
"1906" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 5 5 55 1.03 0.014 0.0323 "B_28_23" "Alb" "P07724"
"1907" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 1 0.544 0.167 0.15 "B_31_24" "Alb" "P07724"
"1908" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 3 31 0.656 0.013 0.00137 "B_32_23" "Alb" "P07724"
"1909" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 3 3 29 0.534 0.031 0.00174 "B_34_23" "Alb" "P07724"
"1910" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 2 99999.9 1 1e-05 "B_09_31" "Alb" "P07724"
"1911" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 5 0.388 0.062 0.000808 "B_15_31" "Alb" "P07724"
"1912" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 3 11 13947.456 0.528 0.000419 "B_19_26" "Alb" "P07724"
"1913" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 9 1.77 0.019 0.0124 "B_19_31" "Alb" "P07724"
"1914" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 2 2 12 2.02 0.027 0.000342 "B_21_31" "Alb" "P07724"
"1915" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 1 1.55 1.486 0.783 "B_42_28" "Alb" "P07724"
"1916" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 3 0.821 0.116 0.265 "B_19_35" "Alb" "P07724"
"1917" "SP://P07724" "ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3" 1 1 5 1.076 0.117 0.493 "B_21_35" "Alb" "P07724"
"1918" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 4 0.348 0.069 0.0182 "B_33_02" "Serpina1a" "P07758"
"1919" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 5 23.434 0.084 0.0155 "B_32_15" "Serpina1a" "P07758"
"1920" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 5 168.664 0.563 0.0261 "B_19_20" "Serpina1a" "P07758"
"1921" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 2 2.89 0.284 0.0178 "B_31_18" "Serpina1a" "P07758"
"1922" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 3 18 12.69 0.118 0.00533 "B_32_19" "Serpina1a" "P07758"
"1923" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 4 6 0.182 0.083 0.000124 "B_33_16" "Serpina1a" "P07758"
"1924" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 2 6 2.406 0.018 0.00412 "B_33_18" "Serpina1a" "P07758"
"1925" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 4 103.22 0.168 0.0415 "B_34_17" "Serpina1a" "P07758"
"1926" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 3 19 12.429 0.057 0.00253 "B_34_19" "Serpina1a" "P07758"
"1927" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 2 2 0.2 0.069 0.0156 "B_35_16" "Serpina1a" "P07758"
"1928" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 2 8 0.419 0.158 0.0148 "B_35_18" "Serpina1a" "P07758"
"1929" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 7 2.111 0.095 0.0742 "B_36_19" "Serpina1a" "P07758"
"1930" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 1 0.086 1.803 0.161 "B_20_21" "Serpina1a" "P07758"
"1931" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 2 0.708 0.1 0.14 "B_24_21" "Serpina1a" "P07758"
"1932" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 6 0.873 0.071 0.0648 "B_25_20" "Serpina1a" "P07758"
"1933" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 2 4 0.317 0.137 0.000788 "B_25_22" "Serpina1a" "P07758"
"1934" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 12 1.299 0.015 0.0156 "B_31_20" "Serpina1a" "P07758"
"1935" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 4 20 1.65 0.033 8.55e-05 "B_31_22" "Serpina1a" "P07758"
"1936" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 3 25 0.654 0.019 0.000225 "B_32_21" "Serpina1a" "P07758"
"1937" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 11 0.398 0.015 0.00134 "B_33_20" "Serpina1a" "P07758"
"1938" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 6 2.555 0.036 0.00407 "B_33_22" "Serpina1a" "P07758"
"1939" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 5 35 3.883 0.022 3.37e-08 "B_34_21" "Serpina1a" "P07758"
"1940" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 3 38 1.146 0.03 0.0406 "B_35_20" "Serpina1a" "P07758"
"1941" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 2 14 2.481 0.006 0.000658 "B_35_22" "Serpina1a" "P07758"
"1942" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 3 7 24 648.483 0.057 0.369 "B_36_21" "Serpina1a" "P07758"
"1943" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 2 5 3.257 0.085 0.0178 "B_24_25" "Serpina1a" "P07758"
"1944" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 5 5 25 3.66 0.017 4.86e-05 "B_25_24" "Serpina1a" "P07758"
"1945" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 2 2 10 3.763 0.037 0.000246 "B_26_23" "Serpina1a" "P07758"
"1946" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 1 1.92 0.188 0.04 "B_27_24" "Serpina1a" "P07758"
"1947" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 4 1.779 0.261 0.126 "B_30_23" "Serpina1a" "P07758"
"1948" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 4 4 26 3.826 0.009 4.93e-05 "B_32_23" "Serpina1a" "P07758"
"1949" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 5 5.963 0.086 0.00725 "B_33_24" "Serpina1a" "P07758"
"1950" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 4 4 32 1.647 0.006 1.15e-05 "B_34_23" "Serpina1a" "P07758"
"1951" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 1 0.049 0.215 0.0306 "B_36_23" "Serpina1a" "P07758"
"1952" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 6 1.043 0.133 0.661 "B_17_31" "Serpina1a" "P07758"
"1953" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 1 44.292 1.416 0.0145 "B_17_35" "Serpina1a" "P07758"
"1954" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 6 1.318 0.048 0.033 "B_19_31" "Serpina1a" "P07758"
"1955" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 4 1.883 0.108 0.0547 "B_21_31" "Serpina1a" "P07758"
"1956" "SP://P07758" "A1AT1_MOUSE Alpha_1_antitrypsin 1_1 OS=Mus musculus GN=Serpina1a PE=1 SV=4" 1 1 5 0.995 0.04 0.844 "B_25_31" "Serpina1a" "P07758"
"1957" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.051 0.38 0.0287 "B_33_02" "Serpina3k" "P07759"
"1958" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.059 1.493 0.00745 "B_33_04" "Serpina3k" "P07759"
"1959" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 2.289 2.828 0.677 "B_19_20" "Serpina3k" "P07759"
"1960" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 4 0.651 0.49 0.448 "B_30_19" "Serpina3k" "P07759"
"1961" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 6 10.903 0.15 0.0451 "B_32_19" "Serpina3k" "P07759"
"1962" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.026 1.497 0.0167 "B_33_16" "Serpina3k" "P07759"
"1963" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 4 0.466 0.142 0.0998 "B_33_18" "Serpina3k" "P07759"
"1964" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.244 0.119 0.0699 "B_36_19" "Serpina3k" "P07759"
"1965" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.38 0.182 0.0174 "B_16_23" "Serpina3k" "P07759"
"1966" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 6 0.885 0.126 0.356 "B_18_23" "Serpina3k" "P07759"
"1967" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 2 2 3 0.018 0.084 0.0191 "B_19_22" "Serpina3k" "P07759"
"1968" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.465 0.228 0.0685 "B_20_21" "Serpina3k" "P07759"
"1969" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 4 0.61 0.131 0.0881 "B_20_23" "Serpina3k" "P07759"
"1970" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 2 2 8 0.513 0.169 0.0365 "B_23_22" "Serpina3k" "P07759"
"1971" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.297 0.371 0.0218 "B_25_22" "Serpina3k" "P07759"
"1972" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 2 2 3 0.605 0.113 0.0221 "B_31_20" "Serpina3k" "P07759"
"1973" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.052 0.18 0.0273 "B_32_21" "Serpina3k" "P07759"
"1974" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 17 0.171 0.045 0.00137 "B_33_20" "Serpina3k" "P07759"
"1975" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.082 0.195 0.000275 "B_09_24" "Serpina3k" "P07759"
"1976" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 5 1.475 0.024 0.00279 "B_17_24" "Serpina3k" "P07759"
"1977" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 0.113 0.218 0.00068 "B_18_25" "Serpina3k" "P07759"
"1978" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.375 0.104 0.00815 "B_24_23" "Serpina3k" "P07759"
"1979" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 6 0.615 0.057 0.0468 "B_25_24" "Serpina3k" "P07759"
"1980" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 2 0.289 0.049 0.000353 "B_26_23" "Serpina3k" "P07759"
"1981" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 3 0.507 0.044 0.000918 "B_27_24" "Serpina3k" "P07759"
"1982" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 5 1.204 0.065 0.112 "B_28_23" "Serpina3k" "P07759"
"1983" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 2 2 3 0.472 0.005 0.000253 "B_15_31" "Serpina3k" "P07759"
"1984" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 2 2 7 0.449 0.055 0.0019 "B_17_31" "Serpina3k" "P07759"
"1985" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 1.707 0.161 0.17 "B_18_32" "Serpina3k" "P07759"
"1986" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 3 1.543 0.037 0.00206 "B_19_31" "Serpina3k" "P07759"
"1987" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 4 1.454 0.144 0.0664 "B_23_31" "Serpina3k" "P07759"
"1988" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 3 1.433 0.117 0.0244 "B_25_31" "Serpina3k" "P07759"
"1989" "SP://P07759" "SPA3K_MOUSE Serine protease inhibitor A3K OS=Mus musculus GN=Serpina3k PE=1 SV=2" 1 1 1 1.843 1.237 0.674 "B_42_28" "Serpina3k" "P07759"
