"Protein.ID"	"Description"	"Peptides"	"Frames"	"Hits"	"Ratio.AS.0.C.0"	"StDev"	"pValue"	"Fraction.1D_2D"	"Gene_name"	"UniprotID"
"3034"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	2	0.723	0.01	4.71e-06	"A_38_03"	"Alb"	"P07724"
"3035"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	15	16	31	0.008	0.001	9.9e-20	"A_08_18"	"Alb"	"P07724"
"3036"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	11	42	0.152	0.008	9.9e-20	"A_25_15"	"Alb"	"P07724"
"3037"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	11	11	29	0.129	0.005	9.9e-20	"A_25_18"	"Alb"	"P07724"
"3038"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	9	10	39	0.14	0.012	6.66e-16	"A_26_16"	"Alb"	"P07724"
"3039"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	27	0.917	0.015	9.9e-20	"A_30_16"	"Alb"	"P07724"
"3040"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	15	17	60	3.348	0.096	9.9e-20	"A_30_18"	"Alb"	"P07724"
"3041"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	2	1.71	0.137	0.0162	"A_31_11"	"Alb"	"P07724"
"3042"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	41	62	583	0.108	0.001	9.9e-20	"A_31_15"	"Alb"	"P07724"
"3043"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	49	74	549	0.166	0.001	9.9e-20	"A_31_17"	"Alb"	"P07724"
"3044"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	14	17	44	0.387	0.008	9.9e-20	"A_32_12"	"Alb"	"P07724"
"3045"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	31	34	108	0.004	0.001	9.9e-20	"A_32_14"	"Alb"	"P07724"
"3046"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	48	78	673	0.358	0.001	9.9e-20	"A_32_16"	"Alb"	"P07724"
"3047"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	16	18	98	0.738	0.011	9.9e-20	"A_32_18"	"Alb"	"P07724"
"3048"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	24	101	0	0	9.9e-20	"A_33_11"	"Alb"	"P07724"
"3049"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	24	86	0.596	0.009	9.9e-20	"A_33_13"	"Alb"	"P07724"
"3050"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	60	105	1155	1.346	0.005	9.9e-20	"A_33_15"	"Alb"	"P07724"
"3051"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	32	40	390	0.573	0.005	9.9e-20	"A_33_17"	"Alb"	"P07724"
"3052"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	63	116	738	0.26	0.001	9.9e-20	"A_34_12"	"Alb"	"P07724"
"3053"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	46	67	582	0.304	0.002	9.9e-20	"A_34_16"	"Alb"	"P07724"
"3054"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	8	8	66	0.301	0.004	9.9e-20	"A_34_18"	"Alb"	"P07724"
"3055"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	41	61	489	0.183	0.002	9.9e-20	"A_35_13"	"Alb"	"P07724"
"3056"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	2	0.466	0.068	0.0018	"A_35_15"	"Alb"	"P07724"
"3057"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	12	15	113	0.704	0.005	9.9e-20	"A_35_17"	"Alb"	"P07724"
"3058"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	3	0	0	0	"A_36_14"	"Alb"	"P07724"
"3059"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	32	51	478	0.429	0.001	9.9e-20	"A_36_16"	"Alb"	"P07724"
"3060"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	48	71	386	0.152	0.001	9.9e-20	"A_37_15"	"Alb"	"P07724"
"3061"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	48	74	505	0.045	0	9.9e-20	"A_37_17"	"Alb"	"P07724"
"3062"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	16	18	104	0.448	0.005	9.9e-20	"A_38_16"	"Alb"	"P07724"
"3063"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	2	5	3.684	1.149	0.000109	"A_17_19"	"Alb"	"P07724"
"3064"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	2	3.068	0.699	0.00584	"A_19_19"	"Alb"	"P07724"
"3065"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	25	28	134	0.456	0.005	9.9e-20	"A_19_21"	"Alb"	"P07724"
"3066"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	24	69	0.046	0.001	9.9e-20	"A_20_20"	"Alb"	"P07724"
"3067"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	12	0.718	0.023	1.06e-09	"A_20_22"	"Alb"	"P07724"
"3068"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	11	27	0.219	0.006	9.9e-20	"A_21_19"	"Alb"	"P07724"
"3069"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	12	14	60	0.953	0.011	9.9e-20	"A_21_21"	"Alb"	"P07724"
"3070"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	9	9	36	0.91	0.012	9.9e-20	"A_22_20"	"Alb"	"P07724"
"3071"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	11	47	0.755	0.007	9.9e-20	"A_22_22"	"Alb"	"P07724"
"3072"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	12	16	76	2.587	0.044	9.9e-20	"A_23_19"	"Alb"	"P07724"
"3073"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	23	27	209	0.781	0.002	9.9e-20	"A_23_21"	"Alb"	"P07724"
"3074"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	25	29	205	0.691	0.005	9.9e-20	"A_24_20"	"Alb"	"P07724"
"3075"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	28	32	304	1.388	0.006	9.9e-20	"A_24_22"	"Alb"	"P07724"
"3076"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	11	11	49	0.736	0.011	9.9e-20	"A_25_19"	"Alb"	"P07724"
"3077"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	28	36	306	0.895	0.007	9.9e-20	"A_25_21"	"Alb"	"P07724"
"3078"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	46	63	386	0.109	0.001	9.9e-20	"A_26_20"	"Alb"	"P07724"
"3079"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	30	36	202	0.496	0.002	9.9e-20	"A_27_19"	"Alb"	"P07724"
"3080"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	20	27	95	0.077	0.003	9.9e-20	"A_27_21"	"Alb"	"P07724"
"3081"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	22	26	105	0.23	0.003	9.9e-20	"A_29_19"	"Alb"	"P07724"
"3082"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	11	12	62	0.689	0.009	9.9e-20	"A_30_20"	"Alb"	"P07724"
"3083"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	31	47	585	0.619	0.002	9.9e-20	"A_31_19"	"Alb"	"P07724"
"3084"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	32	38	234	0.002	0	9.9e-20	"A_31_21"	"Alb"	"P07724"
"3085"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	47	78	757	1.972	0.007	9.9e-20	"A_32_20"	"Alb"	"P07724"
"3086"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	51	85	1074	1.639	0.006	9.9e-20	"A_33_19"	"Alb"	"P07724"
"3087"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	41	56	431	1.134	0.004	9.9e-20	"A_33_21"	"Alb"	"P07724"
"3088"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	28	37	317	0.671	0.004	9.9e-20	"A_34_20"	"Alb"	"P07724"
"3089"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	49	87	979	0.534	0.001	9.9e-20	"A_35_19"	"Alb"	"P07724"
"3090"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	17	21	200	0.65	0.004	9.9e-20	"A_35_21"	"Alb"	"P07724"
"3091"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	41	64	615	0.295	0.002	9.9e-20	"A_36_18"	"Alb"	"P07724"
"3092"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	46	68	664	0.43	0.001	9.9e-20	"A_36_20"	"Alb"	"P07724"
"3093"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	36	58	646	0.571	0.002	9.9e-20	"A_37_19"	"Alb"	"P07724"
"3094"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	27	34	58	0.018	0	9.9e-20	"A_07_23"	"Alb"	"P07724"
"3095"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	16	17	45	0.113	0.001	9.9e-20	"A_08_24"	"Alb"	"P07724"
"3096"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	22	27	68	0.275	0.002	9.9e-20	"A_09_23"	"Alb"	"P07724"
"3097"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	23	33	73	0.007	0.001	9.9e-20	"A_10_24"	"Alb"	"P07724"
"3098"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	9	11	31	0.389	0.001	9.9e-20	"A_11_23"	"Alb"	"P07724"
"3099"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	12	13	41	0.031	0.001	9.9e-20	"A_12_24"	"Alb"	"P07724"
"3100"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	7	7	21	0.479	0.005	9.9e-20	"A_13_23"	"Alb"	"P07724"
"3101"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	6	0.502	0.048	2.09e-06	"A_14_24"	"Alb"	"P07724"
"3102"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	6	6	19	0.274	0.025	1.71e-10	"A_15_23"	"Alb"	"P07724"
"3103"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	3	4	14	1.009	0.013	9.9e-20	"A_16_24"	"Alb"	"P07724"
"3104"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	12	31	0.571	0.006	9.9e-20	"A_17_23"	"Alb"	"P07724"
"3105"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	22	25	133	0.499	0.005	9.9e-20	"A_18_24"	"Alb"	"P07724"
"3106"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	11	12	74	0.733	0.009	9.9e-20	"A_19_23"	"Alb"	"P07724"
"3107"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	26	172	2.167	0.013	9.9e-20	"A_20_24"	"Alb"	"P07724"
"3108"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	15	20	93	1.485	0.022	9.9e-20	"A_21_23"	"Alb"	"P07724"
"3109"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	34	45	405	0.553	0.004	9.9e-20	"A_22_23"	"Alb"	"P07724"
"3110"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	17	19	105	0.315	0.004	9.9e-20	"A_22_24"	"Alb"	"P07724"
"3111"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	23	27	216	0.693	0.001	9.9e-20	"A_24_24"	"Alb"	"P07724"
"3112"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	43	63	674	0.584	0.003	9.9e-20	"A_25_23"	"Alb"	"P07724"
"3113"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	20	23	129	0.003	0	9.9e-20	"A_26_22"	"Alb"	"P07724"
"3114"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	24	165	0.678	0.007	9.9e-20	"A_26_24"	"Alb"	"P07724"
"3115"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	41	56	440	0.305	0.001	9.9e-20	"A_27_23"	"Alb"	"P07724"
"3116"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	6	2.243	0.337	8.33e-11	"A_28_24"	"Alb"	"P07724"
"3117"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	24	30	222	0.608	0.004	9.9e-20	"A_29_23"	"Alb"	"P07724"
"3118"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	16	1.196	0.062	4.24e-14	"A_30_24"	"Alb"	"P07724"
"3119"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	12	13	75	0.283	0.006	9.9e-20	"A_31_23"	"Alb"	"P07724"
"3120"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	17	30	71	0.683	0.012	9.9e-20	"A_32_22"	"Alb"	"P07724"
"3121"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	18	22	45	0.001	0.001	0.00251	"A_32_24"	"Alb"	"P07724"
"3122"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	23	29	130	2.908	0.035	9.9e-20	"A_33_23"	"Alb"	"P07724"
"3123"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	24	1.121	0.012	9.9e-20	"A_34_22"	"Alb"	"P07724"
"3124"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	27	33	221	0.605	0.004	9.9e-20	"A_35_23"	"Alb"	"P07724"
"3125"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	3	3	4	0.194	0.006	1.49e-08	"A_07_31"	"Alb"	"P07724"
"3126"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	6	14	0.186	0.002	9.9e-20	"A_07_35"	"Alb"	"P07724"
"3127"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	8	1.099	0.023	5.16e-08	"A_09_31"	"Alb"	"P07724"
"3128"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	2	0.459	0.038	0.000459	"A_11_25"	"Alb"	"P07724"
"3129"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	6	15	0.825	0.024	9.9e-20	"A_11_31"	"Alb"	"P07724"
"3130"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	13	16	44	0.106	0.002	9.9e-20	"A_12_26"	"Alb"	"P07724"
"3131"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	1	99999.9	99999.9	1e-05	"A_12_32"	"Alb"	"P07724"
"3132"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	6	7	20	0.142	0.01	9.9e-20	"A_13_25"	"Alb"	"P07724"
"3133"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	7	7	17	0.562	0.01	9.9e-20	"A_13_31"	"Alb"	"P07724"
"3134"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	10	0.464	0.014	1.21e-12	"A_14_26"	"Alb"	"P07724"
"3135"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	2	0.526	0.049	0.0082	"A_14_32"	"Alb"	"P07724"
"3136"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	1	0.817	0.041	0.0252	"A_15_25"	"Alb"	"P07724"
"3137"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	22	89	0.44	0.005	9.9e-20	"A_15_31"	"Alb"	"P07724"
"3138"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	12	33	0.487	0.007	9.9e-20	"A_16_26"	"Alb"	"P07724"
"3139"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	3	4	16	0.696	0.013	2.66e-15	"A_17_25"	"Alb"	"P07724"
"3140"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	2	0.681	0.01	5.92e-05	"A_17_31"	"Alb"	"P07724"
"3141"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	19	21	71	0.649	0.005	9.9e-20	"A_18_26"	"Alb"	"P07724"
"3142"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	2	4	0.325	0.062	5.32e-05	"A_18_32"	"Alb"	"P07724"
"3143"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	8	10	41	0.018	0.003	9.9e-20	"A_19_25"	"Alb"	"P07724"
"3144"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	8	8	30	0.733	0.01	9.9e-20	"A_19_31"	"Alb"	"P07724"
"3145"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	11	68	1.068	0.002	9.9e-20	"A_20_26"	"Alb"	"P07724"
"3146"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	8	9	29	0.419	0.012	9.9e-20	"A_20_32"	"Alb"	"P07724"
"3147"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	18	29	81	0.003	0	9.9e-20	"A_21_25"	"Alb"	"P07724"
"3148"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	19	24	74	0.005	0.001	9.9e-20	"A_21_31"	"Alb"	"P07724"
"3149"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	13	14	53	0.216	0.002	9.9e-20	"A_22_26"	"Alb"	"P07724"
"3150"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	18	0.716	0.011	1.11e-16	"A_22_32"	"Alb"	"P07724"
"3151"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	26	36	124	0.182	0.063	9.9e-20	"A_23_25"	"Alb"	"P07724"
"3152"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	13	15	61	0.696	0.012	9.9e-20	"A_23_31"	"Alb"	"P07724"
"3153"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	61	97	871	0.929	0.004	9.9e-20	"A_25_25"	"Alb"	"P07724"
"3154"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	1	1	5	0.821	0.039	0.00022	"A_25_31"	"Alb"	"P07724"
"3155"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	7	7	22	0.886	0.028	9.9e-20	"A_30_25"	"Alb"	"P07724"
"3156"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	23	30	92	0	0	9.9e-20	"A_34_24"	"Alb"	"P07724"
"3157"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	10	11	23	33.048	6.221	9.9e-20	"B_15_02"	"Alb"	"P07724"
"3158"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	5	13.214	1.335	6.19e-09	"B_16_01"	"Alb"	"P07724"
"3159"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	25	85	1.817	0.019	9.9e-20	"B_17_02"	"Alb"	"P07724"
"3160"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	3	3	5	19.205	0.264	1.05e-07	"B_18_01"	"Alb"	"P07724"
"3161"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	16	18	68	8.32	0.208	9.9e-20	"B_31_02"	"Alb"	"P07724"
"3162"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	4	123.95	60.807	2.13e-05	"B_31_04"	"Alb"	"P07724"
"3163"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	4	4	13	3.128	0.031	9.9e-20	"B_31_08"	"Alb"	"P07724"
"3164"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	43	71	461	2.715	0.01	9.9e-20	"B_32_01"	"Alb"	"P07724"
"3165"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	15	18	52	0.252	0.004	9.9e-20	"B_32_03"	"Alb"	"P07724"
"3166"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	16	17	68	0.306	0.003	9.9e-20	"B_32_07"	"Alb"	"P07724"
"3167"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	62	111	821	0.419	0.001	9.9e-20	"B_33_02"	"Alb"	"P07724"
"3168"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	34	40	192	0.023	0.001	9.9e-20	"B_33_04"	"Alb"	"P07724"
"3169"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	20	22	70	0.256	0.003	9.9e-20	"B_34_01"	"Alb"	"P07724"
"3170"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	4	4	10	0.115	0.007	1.82e-09	"B_34_03"	"Alb"	"P07724"
"3171"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	21	28	98	0.041	0.001	9.9e-20	"B_34_07"	"Alb"	"P07724"
"3172"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	12	0.772	0.027	2.68e-07	"B_35_02"	"Alb"	"P07724"
"3173"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	7	7	18	0.339	0.006	9.9e-20	"B_36_01"	"Alb"	"P07724"
"3174"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	5	5	13	0.398	0.017	1.09e-11	"B_36_03"	"Alb"	"P07724"
"3175"	"SP://P07724"	"ALBU_MOUSE Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3"	2	2	4	1.615	0.061	4.18e-05	"B_38_01"	"Alb"	"P07724"
